lemmas,positif_oneriler
"['para', 'gönder', 'işlem', 'tekrar', 'güzel']","['para gönder', 'tekrar güzel', 'gönder işlem', 'güzel', 'işlem tekrar']"
"['cook', 'iyi']","['cook iyi', 'cook', 'iyi']"
['güzel'],['güzel']
"['kimlik', 'doğrula', 'hata', 'yardımcı', 'teşekkür']","['kimlik doğrula', 'hata yardımcı', 'yardımcı teşekkür', 'kimlik', 'teşekkür']"
"['memnun', 'şimdilik', 'öğren']","['memnun şimdilik', 'şimdilik öğren', 'memnun', 'öğren', 'şimdilik']"
"['veli', 'beyan', 'seçenek', 'gözük']","['seçenek gözük', 'beyan seçenek', 'seçenek', 'veli beyan', 'veli']"
"['iyi', 'güzel', 'ilgilen', 'gayet', 'güzel', 'bak', 'müthiş', 'bak', 'nice', 'lewis', 'dünya', 'iyi', 'derece', 'müthiş', 'oyun', 'güzel', 'iyi', 'oyun', 'var', 'aycell', 'bak', 'hediye', 'kod', 'resmi', 'yeni', 'oyun', 'sene', 'görüş', 'spor', 'oyun', 'gene', 'yenice', 'görüş', 'spor', 'oyun', 'kimse', 'counter', 'strike', 'yen', 'var', 'büyük', 'iddia', 'oyun', 'iyi']","['oyun güzel', 'oyun sene', 'müthiş oyun', 'iyi oyun', 'oyun iyi']"
['super'],['super']
"['güzel', 'i̇nternet', 'stok', 'artır', 'tavsiye', 'ayrıca', 'kazan', 'kazan', 'migros', 'hediye', 'hediye', 'ilk', 'kazan', 'kazan', 'gine']","['hediye ilk', 'ayrıca kazan', 'hediye hediye', 'hediye', 'kazan migros']"
['beğen'],['beğen']
['iyi'],['iyi']
['güzel'],['güzel']
"['iyi', 'turkcell', 'iyi']","['turkcell iyi', 'iyi turkcell', 'iyi', 'turkcell']"
['memnun'],['memnun']
['mükemmel'],['mükemmel']
"['teşekkür', 'ilgilen']","['teşekkür ilgilen', 'teşekkür', 'ilgilen']"
"['kampanya', 'güzel']","['kampanya güzel', 'kampanya', 'güzel']"
"['kesinlikle', 'tavsiye']","['kesinlikle tavsiye', 'tavsiye', 'kesinlikle']"
"['iyi', 'para', 'çek', 'şimdi', 'yatır']","['iyi para', 'para çek', 'çek şimdi', 'şimdi yatır', 'iyi']"
"['güzel', 'herkes', 'tavsiye']","['herkes tavsiye', 'güzel herkes', 'güzel', 'tavsiye', 'herkes']"
['iyi'],['iyi']
['harika'],['harika']
['harika'],['harika']
"['aysel', 'yetkili', 'servis', 'teşekkür', 'biraz', 'uzun', 'sür', 'sonunda', 'hallet', 'teşekkür', 'emek', 'geçen', 'herkes']","['servis teşekkür', 'hallet teşekkür', 'teşekkür', 'teşekkür biraz', 'teşekkür emek']"
"['stok', 'ürün', 'bit', 'lütfen', 'düzel', 'iyi', 'gün']","['lütfen düzel', 'iyi gün', 'düzel iyi', 'iyi', 'düzel']"
"['aycell', 'puan', 'aycell', 'fark', 'lira', 'dijital', 'bakiye', 'yükle', 'harika']","['dijital bakiye', 'yükle harika', 'lira dijital', 'dijital', 'harika']"
"['güzel', 'kullan', 'memnun']","['güzel kullan', 'kullan memnun', 'güzel', 'memnun', 'kullan']"
"['teşekkür', 'paysell']","['teşekkür paysell', 'paysell', 'teşekkür']"
"['iyi', 'aksam', 'aycell', 'tırıs', 'don', 'ılgılenırsenız', 'sıvın']","['ılgılenırsenız sıvın', 'sıvın', 'iyi aksam', 'aycell tırıs', 'iyi']"
['harikaaaa'],['harikaaaa']
"['almanya', 'hesap', 'para', 'gönder', 'kullan', 'memnun', 'kullan', 'devam', 'fiyat', 'iyi', 'teşekkür', 'aycell']","['para gönder', 'hesap para', 'iyi teşekkür', 'teşekkür', 'kullan memnun']"
"['para', 'transfer', 'hız', 'gerçek', 'turkcell', 'güvenilir', 'birleş', 'sorun', 'işlem', 'teşekkür']","['transfer hız', 'turkcell güvenilir', 'para transfer', 'gerçek turkcell', 'turkcell']"
['iyi'],['iyi']
['güzel'],['güzel']
['güzel'],['güzel']
"['güzel', 'arkadaş', 'davet', 'kampanya', 'var', 'mükemmel']","['güzel arkadaş', 'arkadaş davet', 'güzel', 'davet kampanya', 'arkadaş']"
"['güzel', 'güzel', 'kampanya', 'var', 'evet', 'kampanya', 'yan', 'kendi', 'tam', 'yer', 'komisyon', 'alın', 'ince', 'hoş', 'para', 'gönder', 'sefer', 'komisyon', 'kullan', 'kazan']","['güzel kampanya', 'kampanya var', 'kampanya yan', 'evet kampanya', 'kampanya']"
"['iyi', 'inşallah', 'sağlık']","['inşallah sağlık', 'iyi inşallah', 'iyi', 'sağlık', 'inşallah']"
['güzel'],['güzel']
"['güzel', 'sağlık']","['güzel sağlık', 'sağlık', 'güzel']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
"['öde', 'para', 'yuhla', 'işlem', 'ücret', 'fatura', 'öde', 'işlem', 'ücret', 'gerçekten', 'gör', 'rezil', 'fatura', 'öde', 'işlem', 'ücret', 'iste']","['fatura öde', 'ücret fatura', 'öde para', 'ücret gerçekten', 'öde işlem']"
['mükemmel'],['mükemmel']
"['salla', 'kazan', 'puan', 'gir', 'bak', 'puan', 'gözük', 'kaç', 'yıl', 'düzel', 'zaman', 'düzel']","['yıl düzel', 'düzel zaman', 'kaç yıl', 'zaman düzel', 'puan gözük']"
['ağız'],['ağız']
"['aşırı', 'derece', 'memnun', 'tavsiye']","['memnun tavsiye', 'tavsiye', 'memnun', 'derece memnun', 'aşırı derece']"
['güzel'],['güzel']
['iyi'],['iyi']
['güzel'],['güzel']
"['çök', 'özel', 'mükemmel', 'siz', 'tavsiye']","['siz tavsiye', 'mükemmel siz', 'siz', 'mükemmel', 'çök özel']"
['iyi'],['iyi']
['güzel'],['güzel']
"['güzel', 'salla', 'kazan', 'puan']","['kazan puan', 'güzel', 'güzel salla', 'puan', 'kazan']"
"['harika', 'sadece', 'alışveriş', 'değil', 'hediye', 'cazip', 'fırsat', 'sun']","['hediye cazip', 'hediye', 'sadece alışveriş', 'harika sadece', 'cazip fırsat']"
['mükemmel'],['mükemmel']
"['hal', 'kendi', 'kendi', 'dur', 'sonunda', 'sil']","['dur sonunda', 'hal kendi', 'kendi dur', 'sonunda sil', 'sonunda']"
"['şimdilik', 'iyi']","['şimdilik iyi', 'iyi', 'şimdilik']"
['süper'],['süper']
['mükemmel'],['mükemmel']
['mükemmel'],['mükemmel']
['süper'],['süper']
"['aysel', 'cüzdan', 'memnun']","['cüzdan memnun', 'aysel cüzdan', 'cüzdan', 'memnun', 'aysel']"
"['genel', 'iyi', 'kart', 'aktif', 'seçenek', 'tıkla', 'kapa', 'temas', 'aycell', 'kart', 'aktif', 'yardımcı']","['kart aktif', 'iyi kart', 'aktif seçenek', 'seçenek tıkla', 'aycell kart']"
"['gayet', 'güzel', 'kalite']","['güzel kalite', 'kalite', 'gayet güzel', 'güzel', 'gayet']"
"['güzel', 'cidden', 'saygı']","['cidden saygı', 'saygı', 'güzel cidden', 'güzel', 'cidden']"
"['harika', 'dijital', 'kart', 'iyianinda', 'yani', 'teşekkür']","['dijital kart', 'kart iyianinda', 'harika dijital', 'dijital', 'teşekkür']"
"['cidden', 'güzel', 'turkcell', 'iyi', 'kampanya', 'insan', 'para', 'harca']","['iyi kampanya', 'insan para', 'kampanya insan', 'güzel turkcell', 'turkcell iyi']"
['süper'],['süper']
"['güzel', 'program']","['güzel program', 'program', 'güzel']"
"['hesap', 'gir', 'operatör', 'dolayı', 'blok', 'siz', 'yardımcı', 'telefon', 'özer', 'blok', 'kaldır', 'işlem', 'çalış', 'emel', 'kimlik', 'bilgi', 'yaz', 'gönder', 'yine', 'efendi', 'yine', 'teşekkür']","['telefon özer', 'emel kimlik', 'çalış emel', 'yardımcı telefon', 'operatör dolayı']"
['iyi'],['iyi']
"['güzel', 'hafta', 'i̇nternet', 'yad', 'puan', 'punalada', 'i̇nternet', 'bil']","['güzel hafta', 'hafta nternet', 'hafta', 'puan punalada', 'güzel']"
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['güzel', 'şimdi', 'beğen', 'i̇nternet', 'puan', 'yara', 'mahalle', 'i̇nternet']","['beğen nternet', 'beğen', 'puan', 'güzel', 'nternet puan']"
"['canlı', 'yüz', 'testi', 'yüz', 'hesap', 'onay', 'mayor', 'düzel', 'papara', 'bile', 'buka', 'iste']","['yüz testi', 'testi yüz', 'testi', 'yüz hesap', 'onay mayor']"
['güzel'],['güzel']
"['kadar', 'gerek', 'gör', 'hediye', 'dünya', 'var', 'hediye', 'yok', 'salla', 'topla', 'doğru', 'düzgün', 'puan', 'ara', 'güncelle', 'puan', 'mal', 'gerek', 'kullan', 'iyi', 'kullan', 'kimse', 'tavsiye', 'herkes', 'sil', 'başka', 'yara', 'güzel', 'var']","['tavsiye herkes', 'var hediye', 'kullan iyi', 'düzgün puan', 'güzel var']"
"['fatura', 'öde', 'limit', 'tanımla', 'şaka', 'gibi', 'gerçekten', 'sonra', 'atari', 'kullan', 'aycell']","['sonra atari', 'atari kullan', 'atari', 'öde limit', 'fatura öde']"
['güzel'],['güzel']
['başarı'],['başarı']
"['beğendi', 'kesinlikle', 'tavsiye', 'arkas', 'indirim', 'parti', 'ustunç', 'borç', 'dik', 'fatura', 'yansitilack', 'kesinlikle', 'tavsiye', 'değer', 'puan', 'falan', 'sekil']","['ustunç borç', 'borç dik', 'tavsiye değer', 'borç', 'kesinlikle tavsiye']"
['süper'],['süper']
"['nbc', 'harika']","['nbc harika', 'harika', 'nbc']"
"['salla', 'topla', 'kazan', 'puan', 'gözük']","['salla topla', 'topla kazan', 'topla', 'gözük', 'puan gözük']"
['süper'],['süper']
['harika'],['harika']
"['tavsiye', 'tuzak']","['tavsiye tuzak', 'tavsiye', 'tuzak']"
"['ara', 'hesap', 'kart', 'göster']","['hesap kart', 'kart göster', 'ara hesap', 'hesap', 'kart']"
"['kart', 'göster', 'var', 'acil', 'destek']","['acil destek', 'destek', 'kart', 'var acil', 'kart göster']"
['güzel'],['güzel']
"['komisyon', 'kız', 'sağol', 'iyi', 'idare']","['komisyon kız', 'kız sağol', 'sağol iyi', 'kız', 'sağol']"
"['ilan', 'numara', 'lütfen', 'yardım', 'mutlu', 'olcay']","['ilan numara', 'ilan', 'numara lütfen', 'yardım mutlu', 'lütfen yardım']"
"['düzgün', 'pik', 'sorun', 'bile', 'iste', 'ortak', 'atme', 'para', 'çek', 'alt', 'sıkıntı', 'oluş', 'yapım', 'teşekkür', 'iyi', 'yeni', 'doğru']","['teşekkür iyi', 'yapım teşekkür', 'para çek', 'teşekkür', 'iyi']"
"['harika', 'gayet', 'memnun']","['gayet memnun', 'memnun', 'harika gayet', 'harika', 'gayet']"
"['iyi', 'numara']","['iyi numara', 'iyi', 'numara']"
['iyi'],['iyi']
"['aycell', 'numara', 'memnun', 'kal']","['numara memnun', 'memnun kal', 'aycell numara', 'memnun', 'numara']"
"['ali', 'banakniz', 'onay', 'acilen', 'çizme', 'lazım']","['banakniz onay', 'lazım', 'çizme lazım', 'onay acilen', 'onay']"
['rahat'],['rahat']
['rahat'],['rahat']
['ses'],['ses']
"['gerçekten', 'iyi', 'şekil', 'gerçekten', 'son', 'zaman', 'kendi', 'geliş', 'aycell', 'emek', 'geçen', 'herkes', 'sağlık']","['herkes sağlık', 'geçen herkes', 'gerçekten iyi', 'herkes', 'iyi']"
"['güzel', 'işlem']","['güzel işlem', 'güzel', 'işlem']"
['güzel'],['güzel']
"['yüzle', 'gine', 'para', 'git', 'kendi', 'yükle', 'artık', 'yet', 'para']","['para git', 'git kendi', 'yükle artık', 'kendi yükle', 'artık yet']"
['teşekkür'],['teşekkür']
"['merhaba', 'iyi', 'akşam', 'aycell', 'şifre', 'oluş', 'fakat', 'kurtar', 'kod', 'iste']","['aycell şifre', 'kurtar kod', 'iyi akşam', 'şifre', 'merhaba iyi']"
['güzel'],['güzel']
['güzel'],['güzel']
"['kendi', 'hesap', 'para', 'transfer']","['kendi hesap', 'hesap para', 'para transfer', 'transfer', 'hesap']"
['iyi'],['iyi']
"['mobil', 'kampanya', 'görün', 'destek', 'yaz', 'kişi', 'özel', 'kampanya', 'siz', 'kampanya', 'tanımla', 'cevap', 'kullan', 'kampanya', 'itibaren', 'görün', 'özel', 'özel', 'kampanya', 'saçma', 'politika', 'kullan', 'bırak']","['kullan kampanya', 'mobil kampanya', 'kampanya görün', 'siz kampanya', 'kampanya tanımla']"
"['hafta', 'puan', 'sil', 'kardeş', 'puan', 'topla', 'kendi', 'kendi', 'git', 'düzel', 'kardeş']","['düzel kardeş', 'kardeş puan', 'kendi git', 'topla kendi', 'puan sil']"
['beğen'],['beğen']
"['harika', 'gayet', 'memnun']","['gayet memnun', 'memnun', 'harika gayet', 'harika', 'gayet']"
"['merhaba', 'turkcell', 'aycell', 'ekip', 'öncelik', 'biz', 'sun', 'kalite', 'hizmet', 'harika', 'teşekkür', 'sev', 'kullan', 'oldukça', 'memnun', 'önce', 'düzenle', 'dijital', 'platform', 'harca', 'nakit', 'iade', 'kampanya', 'ocak', 'son', 'kampanya', 'tekrar', 'aktif', 'hal', 'getir', 'rica', 'özellikle', 'youtube', 'premium', 'bireysel', 'aile', 'paket', 'nakit', 'iade', 'tut', 'üzeri', 'hesapla', 'iste']","['turkcell', 'iade kampanya', 'turkcell aycell', 'merhaba turkcell', 'kampanya ocak']"
"['efsane', 'muhteşem']","['efsane muhteşem', 'efsane', 'muhteşem']"
"['dijital', 'platform', 'iade', 'kampanya', 'tabii', 'ekle', 'güzel']","['dijital platform', 'kampanya tabii', 'iade kampanya', 'dijital', 'kampanya']"
['iyi'],['iyi']
['tavsiye'],['tavsiye']
['harika'],['harika']
"['mrı', 'aycell', 'yetkili', 'güzel', 'ağır', 'parmak', 'iyi', 'bide', 'peşin', 'iade', 'geç', 'yatır', 'iade', 'yatirilirsa', 'güzel']","['yatirilirsa güzel', 'parmak iyi', 'yetkili güzel', 'iade geç', 'peşin iade']"
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'kullanişli']","['güzel kullanişli', 'kullanişli', 'güzel']"
['mükemmel'],['mükemmel']
"['aycell', 'harika', 'güzel', 'beğendi', 'kredi', 'puan', 'gör']","['beğendi kredi', 'kredi puan', 'güzel beğendi', 'harika güzel', 'güzel']"
"['kart', 'ekle', 'güzel']","['kart ekle', 'ekle güzel', 'güzel', 'ekle', 'kart']"
['güzel'],['güzel']
"['şifre', 'unut', 'defalarca', 'deneme', 'rağmen', 'giriş', 'sağla', 'yardımcı', 'olur']","['şifre unut', 'şifre', 'rağmen giriş', 'defalarca deneme', 'giriş']"
['iyi'],['iyi']
"['özellikle', 'kart', 'aktar', 'bakiye', 'güzel', 'sağlık']","['özellikle kart', 'kart aktar', 'güzel sağlık', 'sağlık', 'bakiye güzel']"
"['market', 'alışveriş', 'iade', 'kadar', 'reklam', 'kaldır', 'resmen', 'millet', 'enayi', 'yerine', 'koy', 'aynen', 'böyle', 'devam', 'turkcell', 'harika', 'güven']","['kadar reklam', 'devam turkcell', 'harika güven', 'reklam kaldır', 'güven']"
['güzel'],['güzel']
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
"['aycell', 'limit', 'gözük', 'yardımcı', 'olur']","['limit gözük', 'limit', 'aycell limit', 'gözük yardımcı', 'yardımcı olur']"
['mükemmel'],['mükemmel']
"['fatura', 'yansı', 'kulak', 'sene', 'öde', 'öde', 'bit', 'bird', 'aycell', 'ara', 'ücret', 'alt', 'lira', 'başla', 'yükselti', 'insan', 'mağdur', 'başka', 'fayda', 'ara', 'kulak', 'biz', 'mal', 'olduinsanlari', 'aldat', 'birk']","['öde öde', 'fatura yansı', 'sene öde', 'öde', 'ücret alt']"
"['mükemmel', 'öte']","['mükemmel öte', 'mükemmel', 'öte']"
['iyi'],['iyi']
['raflollah'],['raflollah']
['iyi'],['iyi']
['harika'],['harika']
"['puan', 'kullan', 'rağmen', 'kendi', 'kendi', 'git', 'saçma', 'konu', 'lütfen']","['konu lütfen', 'saçma konu', 'git saçma', 'rağmen kendi', 'kullan rağmen']"
"['güzel', 'dürüst', 'yer']","['dürüst yer', 'güzel dürüst', 'dürüst', 'güzel', 'yer']"
['iyi'],['iyi']
"['tek', 'gayet', 'memnun', 'takdim']","['memnun takdim', 'gayet memnun', 'memnun', 'takdim', 'tek gayet']"
"['kimlik', 'doğrula', 'kamera', 'çalış', 'beyaz', 'ekran', 'göster']","['kamera çalış', 'doğrula kamera', 'beyaz ekran', 'kamera', 'ekran göster']"
['güzel'],['güzel']
['tavsiye'],['tavsiye']
"['güzel', 'harika']","['güzel harika', 'harika', 'güzel']"
"['kullan', 'memnun']","['kullan memnun', 'memnun', 'kullan']"
"['güzel', 'yük', 'transfer', 'bloke']","['yük transfer', 'transfer bloke', 'yük', 'güzel yük', 'transfer']"
['güzel'],['güzel']
"['telefon', 'aycell', 'güvenlik', 'neden', 'son', 'yıl', 'kullan', 'şimdi', 'öyle', 'yardımcı', 'olur']","['aycell güvenlik', 'güvenlik neden', 'telefon', 'güvenlik', 'telefon aycell']"
['güzel'],['güzel']
"['fatura', 'yansı', 'dimi', 'spotify', 'premium']","['spotify premium', 'premium', 'fatura yansı', 'spotify', 'fatura']"
"['iyi', 'banka', 'fakat', 'işlem', 'ücret', 'fazla', 'dış', 'iyi', 'tavsiye']","['iyi banka', 'banka fakat', 'banka', 'iyi tavsiye', 'ücret fazla']"
['güzel'],['güzel']
"['tam', 'anlam', 'mükemmel', 'dolandırıcı', 'sistem', 'yasa', 'kor', 'alt', 'dahiyane', 'hırsız', 'şebeke']","['dahiyane hırsız', 'mükemmel dolandırıcı', 'hırsız şebeke', 'dolandırıcı sistem', 'sistem yasa']"
"['unut', 'şifre', 'güzel', 'hallet', 'müşteri', 'hizmet', 'ara', 'bekle', 'yüz', 'sil']","['şifre güzel', 'hallet müşteri', 'şifre', 'unut şifre', 'müşteri hizmet']"
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
['mükemmel'],['mükemmel']
"['nbc', 'öze', 'yok', 'onayla', 'lütfen', 'kolay']","['lütfen kolay', 'nbc öze', 'onayla lütfen', 'lütfen', 'yok onayla']"
"['güzel', 'salla', 'toplam', 'puan', 'gör', 'ayrıca', 'hediye', 'puan', 'iyi']","['hediye puan', 'puan iyi', 'ayrıca hediye', 'toplam puan', 'hediye']"
"['turkcell', 'aycell', 'kampanya', 'toplam', 'kazan', 'biraz', 'önce', 'öğren', 'kampanya', 'bitiyorsırf', 'kampanya', 'aycell', 'kullan', 'fakat', 'kazanım', 'sınır', 'sınırsız', 'süre', 'tat', 'yenmezdibu', 'kesinlikle', 'şahsi', 'düşünce', 'bilgilendirmedirbeğenin', 'üst', 'kal']","['bitiyorsırf kampanya', 'kampanya bitiyorsırf', 'kampanya aycell', 'aycell kampanya', 'turkcell aycell']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
"['şifre', 'unut', 'yenile', 'tane', 'mail', 'süper', 'müşteri', 'memnuniyet', 'tek', 'mail', 'merhaba', 'gönder', 'eposta', 'taraf', 'ulaş', 'talep', 'ilgili', 'siz', 'kısa', 'süre', 'dönüş', 'mai', 'cevapla', 'gerek', 'bulun', 'iyi', 'gün', 'dile', 'aycell', 'müşteri', 'hizmet']","['gönder eposta', 'mail merhaba', 'mail', 'tek mail', 'tane mail']"
"['şifre', 'unut', 'yenile', 'iste', 'yenile', 'çağrı', 'merkez', 'ara', 'ara', 'çağrı', 'merkez', 'şifre', 'değiş', 'iste', 'fakat', 'kendi', 'dön', 'şifre', 'deyistire', 'bilecen', 'söyle', 'şifre', 'unut', 'kısım', 'basincada', 'tekrar', 'çağrı', 'merkez', 'yonlendiriyo', 'beğen']","['şifre değiş', 'şifre unut', 'şifre deyistire', 'dön şifre', 'şifre']"
"['güzel', 'para', 'hekim', 'kapa', 'yazık']","['para hekim', 'hekim kapa', 'hekim', 'güzel para', 'kapa yazık']"
"['millet', 'salla', 'salla', 'binlerce', 'puan', 'karşılık', 'hediye', 'dalga', 'kardeş', 'sen', 'insan', 'uzun', 'sür', 'müşteri', 'yor', 'hediye', 'gönder', 'adam', 'ayar']","['karşılık hediye', 'yor hediye', 'hediye gönder', 'hediye', 'binlerce puan']"
['iyi'],['iyi']
"['güzel', 'yakın', 'i̇nternet']","['güzel yakın', 'yakın nternet', 'yakın', 'güzel', 'nternet']"
"['merhaba', 'telefon', 'robot', 'işlem', 'kullan', 'ayar', 'çalış', 'fakat', 'lütfen', 'yardımcı', 'teşekkür']","['telefon robot', 'robot işlem', 'robot', 'merhaba telefon', 'telefon']"
"['harika', 'sonunda', 'güzel', 'yakala', 'paycelcüzdan', 'artık', 'destek', 'tavsiye']","['paycelcüzdan artık', 'yakala paycelcüzdan', 'paycelcüzdan', 'sonunda güzel', 'harika sonunda']"
"['paycel', 'mükemmel', 'vallahi', 'kart', 'aliyosanız', 'aycell', 'başka', 'kart', 'var', 'akıl', 'aycell', 'mükemmel', 'yüz', 'beş', 'puan']","['kart aliyosanız', 'başka kart', 'beş puan', 'yüz beş', 'aliyosanız']"
"['güzel', 'tebrik']","['güzel tebrik', 'tebrik', 'güzel']"
"['salla', 'toplam', 'kadar', 'puan', 'topladimki', 'salladiginizda', 'siz', 'puan', 'kere', 'salla', 'topla', 'toplam', 'puan', 'kazandirdi', 'düşük', 'puan', 'gunn', 'youtube', 'instagram', 'kazan', 'hafta', 'salla', 'topla', 'lazım', 'memnun', 'teşekkür', 'turkcell']","['kadar puan', 'youtube instagram', 'puan kazandirdi', 'siz puan', 'puan kere']"
['iyi'],['iyi']
"['güzel', 'zaman', 'nbc', 'zaman', 'iyiolur']","['zaman iyiolur', 'nbc zaman', 'güzel zaman', 'zaman nbc', 'zaman']"
['mükemmel'],['mükemmel']
['iyi'],['iyi']
['güzel'],['güzel']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['önce', 'güzel', 'fatura', 'öde', 'işlem', 'ücret', 'kes', 'hoş', 'fatura', 'öde', 'başka', 'yer', 'artık']","['fatura öde', 'güzel fatura', 'hoş fatura', 'öde başka', 'öde işlem']"
"['güzel', 'hareket', 'bunlarbeyendim']","['hareket bunlarbeyendim', 'bunlarbeyendim', 'güzel hareket', 'güzel', 'hareket']"
['güzel'],['güzel']
['güzel'],['güzel']
"['aycell', 'yeni', 'başla', 'şimdi', 'hemen', 'ödül', 'küçük', 'bonus', 'güzel', 'herkes', 'tavsiye']","['hemen ödül', 'bonus güzel', 'küçük bonus', 'ödül küçük', 'başla şimdi']"
"['chuck', 'olay', 'çek', 'dolandırıcı', 'turkcell', 'dolandır', 'herkes', 'dikkat']","['dolandırıcı turkcell', 'turkcell dolandır', 'turkcell', 'olay çek', 'dolandırıcı']"
"['üçkağıt', 'fakat', 'turkcell', 'mecbur', 'kali', 'kullan']","['turkcell mecbur', 'fakat turkcell', 'turkcell', 'kali kullan', 'üçkağıt fakat']"
['iyi'],['iyi']
['güzel'],['güzel']
"['telefon', 'rot', 'var', 'giriş', 'yardımcı', 'memnun']","['telefon', 'telefon rot', 'var giriş', 'giriş yardımcı', 'giriş']"
['iyi'],['iyi']
"['aycell', 'tam', 'kod', 'para', 'çek', 'özellik', 'güzel', 'zaman', 'yıldız']","['zaman yıldız', 'yıldız', 'güzel zaman', 'kod para', 'çek özellik']"
['iyi'],['iyi']
"['kart', 'numara', 'gör', 'güzel']","['kart numara', 'numara gör', 'gör güzel', 'numara', 'güzel']"
"['payceel', 'kullan', 'memnun']","['kullan memnun', 'payceel kullan', 'memnun', 'payceel', 'kullan']"
['memnun'],['memnun']
"['paycel', 'sala', 'topla', 'puan', 'biraz', 'vazah', 'rica']","['puan biraz', 'biraz vazah', 'topla puan', 'paycel sala', 'biraz']"
['iyi'],['iyi']
['iyi'],['iyi']
"['lanet', 'gir', 'böyle', 'bile', 'gir', 'bul', 'alan', 'bin', 'bela', 'insan', 'çile', 'çıkar']","['çile çıkar', 'insan çile', 'lanet gir', 'bela insan', 'bile gir']"
['iyi'],['iyi']
['güzel'],['güzel']
['harika'],['harika']
"['muhteşem', 'durum']","['muhteşem durum', 'muhteşem', 'durum']"
['harika'],['harika']
"['kolay', 'sağla']","['kolay sağla', 'kolay', 'sağla']"
"['fatura', 'öde', 'kısım', 'vodafone', 'yok', 'ekle', 'güzel']","['fatura öde', 'vodafone yok', 'öde kısım', 'fatura', 'öde']"
"['gayet', 'güzel']","['gayet güzel', 'güzel', 'gayet']"
['süper'],['süper']
"['yıl', 'yıl', 'önce', 'kendi', 'hesap', 'yanlış', 'sil', 'payne', 'tekrar', 'indirim', 'kendi', 'hesap', 'lütfen', 'düzel', 'paycel', 'güzel', 'hesap', 'lütfen', 'kısa', 'zaman', 'düzel']","['hesap yanlış', 'hesap lütfen', 'tekrar indirim', 'kendi hesap', 'güzel hesap']"
