lemmas,sentiment,Puan,review_length,normalized_pred_label,Tarih
"['gir', 'şifre', 'unut', 'bas', 'doğrula', 'bas', 'yok', 'kod']",positive,5,63,neutral,2025-11-09 18:48:21
"['başka', 'telefon', 'para', 'gönder', 'not', 'ekle', 'kısım', 'not', 'ekle', 'önce', 'ekle', 'sorun', 'çöz']",negative,1,109,neutral,2025-11-09 15:44:00
"['hesap', 'sebep', 'kapa']",negative,1,26,negative,2025-11-09 15:22:15
"['salla', 'topla', 'salla', 'hareket', 'algıla']",negative,1,48,neutral,2025-11-09 14:57:38
"['kimlik', 'onay', 'selfie', 'işlem', 'düzgün', 'rağmen', 'hata', 'kullan']",negative,1,75,negative,2025-11-09 12:43:25
"['gün', 'önce', 'kart', 'para', 'öde', 'hesap', 'para', 'sistem', 'hata', 'dur', 'ara', 'dakika', 'sonra', 'dene', 'para', 'hala', ""i̇ncer'de"", 'kal', 'esim', 'mağdur', 'gece', 'hi̇c', ""i̇zban'a"", 'ata', 'biz', 'mail', 'atti̇n', 'gmail', 'kutu', 'kontrol', 'saatoldu', 'para', 'i̇ndi̇rmeyi̇b', 'asla', 'tlmi̇de', 'i̇sti̇yorum', 'kart', 'para', 'para', 'alim', 'ilk', 'i̇şi̇m', 'uygulamayi̇', 'sil']",negative,1,398,negative,2025-11-09 09:29:40
"['tari̇hi̇nde', 'kayıt', 'i̇ci̇n', 'ki̇mli̇k', 'fotoğrafik', 'arka', 'fotoğrafik', 'i̇stedi̇ler', 'üzeri', 'herhangi', 'işlem', 'yapilirsa', 'alaka', 'yok']",neutral,3,156,negative,2025-11-08 20:36:46
"['mükemmel', 'i̇nternet', 'ihtiyaç']",positive,5,36,positive,2025-11-08 18:20:24
"['ilk', 'fırsat', 'komisyon', 'kes', 'kartal', ""i̇nternet'in"", 'alışveriş', 'sıkıntı', 'kimlik', 'doğrula', 'düzgün', 'çalış', 'heryer', 'hata', 'yıldız']",negative,1,154,negative,2025-11-08 15:05:50
"['şifre', 'unut', 'değiş', 'illa', 'ara', 'gerek', 'ara', 'hesap', 'gir', 'saçmalık']",negative,1,85,neutral,2025-11-08 14:13:27
['rezalet'],negative,1,11,neutral,2025-11-08 00:04:40
"['hesap', 'doğru']",negative,1,18,neutral,2025-11-07 22:04:35
"['kayıt', 'iste', 'giriş', 'napicaz']",positive,5,37,neutral,2025-11-07 21:48:52
"['böyle', 'saçma', 'güvenlik', 'prosedür', 'içeri', 'ayrı', 'cihaz', 'giriş', 'aycell', 'kapa', 'giriş', 'kardeş', 'telefon', 'değiş', 'sanat', 'saruca', 'iste', 'değiş', 'telefon', 'şifre', 'var', 'sen', 'müdahale', 'hesap', 'kapa', 'zaten', 'daha', 'kullan', 'ara', 'banka', 'bile', 'yok', 'böyle', 'güvenlik']",negative,2,312,negative,2025-11-07 16:36:03
"['kullan', 'başla', 'neredeyse', 'rağmen', 'gir', 'calistigimda', 'yok', 'bakiye', 'mevcut', 'güvenlik', 'neden', 'oturum', 'sonlanmistir', 'hata', 'başla', 'türlü', 'gir', 'sikayetvar', 'cozeceklerini', 'söyle', 'kısa', 'süre', 'mağduriyet', 'gider', 'iste', 'düzenle', 'hesap', 'hafta', 'süreç', 'sonunda', 'sorun', 'çöz', 'teşekkür', 'ancak', 'sonra', 'kullan', 'karar']",positive,4,373,positive,2025-11-07 10:41:17
"['bütün', 'puan', 'yan', 'kullandirmadi', 'tuzak', 'başka', 'değil']",negative,1,68,negative,2025-11-07 10:35:30
"['tamamen', 'rezalet', 'giriş', 'tıkla', 'telefon', 'numara', 'gir', 'kod', 'dakika', 'bekle', 'yine', 'lütfen', 'hata', 'düzel']",negative,1,129,negative,2025-11-07 07:37:42
"['hesap', 'güvenlik', 'sebep', 'oturum', 'sonladrmistr', 'rezil', 'kendi', 'para', 'rezil', 'böyle', 'yok', 'muhatap', 'bile', 'bul']",negative,1,133,negative,2025-11-06 23:22:27
"['düzen', 'fatura', 'yansı', 'limit', 'kullan', 'ragmenbugun', 'haber', 'ani', 'limit', 'dusurmeniz', 'anlam', 'sabah', 'alisveris', 'kasa', 'mağdur', 'hala', 'yoz', 'yok']",negative,1,172,negative,2025-11-06 19:18:36
"['müşteri', 'hizmet', 'bağ', 'ara', 'bura', 'hizmet', 'hesap', 'para', 'kal', 'hiçbir', 'şekil', 'kart', 'işlem', 'acil', 'dönüş', 'bekle']",positive,5,139,negative,2025-11-06 17:49:42
"['karanlık', 'mod', 'geti̇ri̇n', 'hemen']",negative,1,41,negative,2025-11-06 17:26:04
"['sev', 'kullan', 'fakat', 'puan', 'karşılık', 'gün', 'düşük', 'herşey', 'zam', 'puan', 'karşılık', 'art', 'puan', 'iyi', 'kal', 'olay', 'store', 'sakız', 'para', 'artık', 'anlam', 'puan', 'birik']",positive,5,197,negative,2025-11-06 17:25:03
"['önce', 'limit', 'yüksel', 'sonra', 'tekrar', 'düşür', 'mantık', 'yem', 'bilgi', 'asla', 'asla', 'tavsiye', 'turkcell', 'ait', 'kullan', 'büyük', 'pişman']",negative,1,156,negative,2025-11-06 05:06:12
"['dahi', 'harca', 'kuruş', 'geri', 'manyakişler']",positive,5,49,positive,2025-11-06 04:44:00
"['beğendi', 'bayağı', 'güzel']",positive,5,30,positive,2025-11-05 23:05:18
"['nbc', 'hesap', 'yüksel', 'işlem', 'yapmiyorayrica', 'işlem', 'yapmadiysaniz', 'i̇çi̇n', 'kes', 'çakal']",negative,1,105,neutral,2025-11-05 20:08:40
"['kot', 'hesabi', 'dogrulayamiyorum', 'bile']",negative,1,45,neutral,2025-11-05 19:00:30
"['arayüz', 'yavaş', 'isim', 'yanlış', 'gözük', 'posta', 'isim', 'değişik', 'talep', 'geri', 'dön']",neutral,3,98,neutral,2025-11-05 07:07:20
"['baglanmasi', 'biraz', 'zaman', 'menü', 'ara', 'gez', 'bazen', 'takıl', 'cihaz', 'acilista', 'don', 'problem', 'yasa']",positive,4,119,negative,2025-11-04 22:18:41
"['böyle', 'kimlik', 'oku', 'selfie', 'ekran', 'izin', 'birdaha', 'izin', 'birdaha', 'izin', 'sonra', 'fed', 'onaylıyamiyoruz']",negative,1,126,negative,2025-11-04 21:14:26
"['kimlik', 'doğrula', 'selfie', 'aşama', 'sonra', 'biraz', 'bekle', 'sonra', 'hata', 'yaş', 'küçük', 'veli', 'onay', 'kimlik', 'doğrula', 'gerek']",negative,1,146,negative,2025-11-04 19:54:40
['kötü'],negative,1,8,negative,2025-11-04 19:03:15
"['giriş', 'işlem', 'üst', 'çık', 'kendiliğinden', 'lütfen', 'sorun', 'çöz']",negative,2,75,negative,2025-11-04 19:02:07
['iyi'],positive,5,7,positive,2025-11-04 18:19:25
"['banka', 'kes', 'faiz', 'iki', 'kat', 'kes', 'kullan']",negative,1,55,neutral,2025-11-04 17:48:40
"['yaklaşık', 'gün', 'önce', 'kayıt', 'çalış', 'sim', 'kart', 'bura', 'yaz', 'numara', 'aynı', 'olmadigini', 'söyle', 'doğru', 'yasa', 'bugün', 'birdaha', 'dene', 'ancak', 'şimdi', 'hesap', 'onayla', 'selfie', 'kisminda', 'birnur', 'yüz', 'tanitamadim', 'kimlik', 'foto', 'ergenlik', 'önce', 'tip', 'değişik', 'var', 'ancak', 'sürü', 'öde', 'kart', 'marka', 'kayıt', 'kabul', 'ettionlar', 'neyse', 'buda', 'düzel', 'ilerle', 'zaman', 'yazar']",negative,1,441,negative,2025-11-03 22:19:10
"['büyük', 'kolay', 'gerçekten']",positive,5,31,positive,2025-11-03 20:46:40
"['kendi', 'iste', 'dış', 'yükle']",negative,1,33,negative,2025-11-03 07:18:53
"['robot', 'kullan', 'gerek', 'yıldız']",negative,1,38,neutral,2025-11-03 00:36:40
"['hesap', 'şifre', 'unut', 'şifre', 'değiş', 'illa', 'müşteri', 'temsilci', 'konuş', 'hallet', 'gerek', 'kadar', 'saçma', 'yok', 'teknoloji', 'çağ', 'şifre', 'değişik', 'ses', 'eposta', 'değiş', 'gerek', 'kullan', 'şifre', 'unut', 'değiş', 'kadar', 'zahmet', 'çek', 'hizmet', 'kötü', 'söyle', 'şifre', 'unut', 'değiş', 'kadar', 'zor', 'alternatif', 'firma', 'konu', 'iyi']",negative,1,372,negative,2025-11-02 00:24:39
"['son', 'güncelle', 'ileoğluma', 'para', 'gönder']",positive,4,50,neutral,2025-11-01 16:13:28
"['papara', 'kapa', 'sonra', 'bura', 'bizikkoooo']",positive,5,49,neutral,2025-11-01 16:02:26
"['yavaş', 'kart', 'sipariş', 'adres', 'gir', 'uzun', 'kelime', 'kabul', 'para', 'çek', 'ilginç']",negative,2,96,negative,2025-11-01 12:26:00
"['türlü', 'giriş', 'şifre', 'oluş', 'sonra', 'posta', 'gir', 'lütfen', 'lütfen', 'soru', 'düzel', 'iste']",negative,1,105,neutral,2025-10-31 19:22:49
"['harika', 'öte']",positive,5,17,positive,2025-10-31 12:11:47
"['aycell', 'salla', 'kazan', 'kazan', 'aycell', 'puan', 'puan', 'yaz', 'puan', 'lütfen', 'sorun', 'gider']",neutral,3,106,neutral,2025-10-31 08:53:30
"['uzun', 'kafa', 'katistici']",negative,2,29,negative,2025-10-31 08:47:31
"['giriş', 'hata', 'hata']",negative,1,25,negative,2025-10-30 16:44:51
"['türlü', 'giriş', 'kaç', 'dene', 'kod']",negative,1,40,neutral,2025-10-30 16:03:41
"['değer', 'aycell', 'zaman', 'nakit', 'para', 'transfer', 'işlem', 'kullanım', 'düşün']",negative,1,87,neutral,2025-10-30 15:36:08
['güzel'],positive,5,9,positive,2025-10-30 00:31:11
"['saçma', 'iyi', 'tam', 'şifre', 'hatırla', 'kurtar', 'kod', 'hatırla', 'saçma', 'tam', 'zeka', 'geri', 'ahhahahahaha']",negative,1,119,positive,2025-10-29 23:34:52
"['turkcell', 'kullan', 'müthiş']",positive,5,32,neutral,2025-10-29 18:50:37
"['hesap', 'bakiye', 'var', 'hata', 'kaybakli', 'para', 'kullan', 'müşteri', 'hizmet', 'görüş', 'ikametgah', 'belge', 'birlikte', 'türkcell', 'bayi', 'git', 'kendi', 'paramin', 'kullan', 'i̇çi̇n', 'ikametgah', 'adresi̇mi̇', 'çi̇kari̇p', 'bayi̇yemi̇', 'git', 'gerek']",negative,1,265,negative,2025-10-29 15:11:00
['loki'],positive,5,8,neutral,2025-10-29 06:20:54
"['şifre', 'unut', 'seçenek', 'tıkla', 'kod', 'gönder', 'kod', 'gir', 'gir', 'sorun', 'yaşa', 'ara', 'kardeş', 'kod', 'gir', 'ara', 'ara', 'geri', 'dön', 'yaz', 'mecburen', 'geri', 'dön', 'sil', 'gönder', 'kod', 'gir', 'rağmen', 'yardımcı', 'telefon', 'yardımcı']",negative,1,262,neutral,2025-10-28 22:07:10
['iyi'],positive,5,7,positive,2025-10-28 21:33:07
"['güzel', 'şık', 'gönder']",positive,5,26,positive,2025-10-28 15:31:31
"['kötü', 'gör', 'turkcell', 'kalite', 'uzak', 'vakit', 'kayıp', 'başka', 'değil']",negative,1,81,negative,2025-10-28 13:09:03
"['puan', 'yok', 'türk', 'telekom', 'ayrım', 'turkcell', 'sürü', 'i̇nternet', 'biz']",positive,5,83,neutral,2025-10-28 10:40:54
"['eposta', 'gir']",negative,1,17,neutral,2025-10-27 19:42:08
"['gerçekten', 'güzel', 'sorun']",positive,5,31,positive,2025-10-27 19:23:09
['iyi'],positive,5,7,positive,2025-10-27 18:17:16
"['fatura', 'öde', 'para', 'aktarım']",negative,1,36,negative,2025-10-27 16:20:52
['yardımcı'],negative,1,12,positive,2025-10-27 16:09:40
"['kart', 'aktar', 'kullan', 'var', 'ara', 'saat', 'bekle', 'yazık', 'gerçekten']",negative,1,80,neutral,2025-10-27 12:51:32
"['eskiden', 'kredi', 'kart', 'öde', 'artık', 'oda', 'kullan', 'aycell', 'kart', 'havale', 'var', 'kart', 'borç', 'öde', 'var', 'böyle', 'aycell', 'öde', 'fakat', 'böyle', 'saçmalık', 'gör', 'yıldız', 'bile', 'hak', 'turkcell', 'durum', 'düzel', 'yok', 'komple', 'bırak', 'siz', 'nokta']",negative,1,286,negative,2025-10-27 11:33:06
"['cihaz', 'nbc', 'yok', 'doğrula', 'işlem', 'yarı', 'kal', 'rezalet']",negative,1,69,negative,2025-10-27 08:18:30
"['aycell', 'iyi', 'herkes', 'kullan', 'tavsiye']",positive,5,48,positive,2025-10-26 22:45:38
"['uyeligimi', 'iptal', 'hal', 'öde', 'yansiltilmiş', 'yazık', 'siz']",negative,1,68,neutral,2025-10-26 12:21:11
"['değer', 'aycell', 'zaman', 'nakit', 'para', 'kullanım', 'çekim', 'düşün']",negative,1,75,negative,2025-10-26 03:29:37
"['berbat', 'para', 'transfer', 'başka', 'kendi', 'ibanima', 'para', 'yalan', 'kal', 'öyle']",negative,1,91,negative,2025-10-25 23:18:50
"['kart', 'para', 'aktar', 'aktar', 'kes', 'kendi', 'çek', 'aysel', 'kredi', 'millet', 'tuzak', 'düşür', 'para', 'başka', 'değil']",negative,1,129,negative,2025-10-25 17:10:26
"['özgür', 'halife', 'ömer', 'orman', 'gencebay', 'hayrünisa', 'unut', 'mümkün', 'alarm', 'zaman', 'i̇nternet', 'site', 'sancak', 'unut', 'sev', 'bil', 'böyle', 'çark', 'zaman', 'açıkla']",positive,5,186,negative,2025-10-24 20:36:00
"['para', 'hareket', 'komisyon', 'kesinti', 'içer', 'galaxy', 'watch', 'yük', 'telefon', 'çalış', 'saat', 'zaten', 'yara', 'var', 'anlaş', 'para', 'gönder', 'komisyon', 'yüksek', 'papara', 'geri', 'dön', 'kendi', 'onay', 'hesap', 'dahi', 'komisyon', 'para', 'gönder', 'ücret', 'alan', 'banka', 'kal', 'yahu', 'i̇stanbulkart', 'hala', 'anlaşma', 'yok', 'ayrı', 'olay']",negative,1,366,negative,2025-10-24 19:29:40
"['bugün', 'giriş', 'güvenlik', 'neden', 'oturum', 'son', 'yaz']",negative,1,63,negative,2025-10-24 16:20:52
"['aycell', 'parayatirdim', 'güvenlik', 'neden', 'işlem', 'son', 'dene', 'sebep', 'kurtar', 'şekil', 'ilgilen', 'yok', 'hesap', 'gir', 'yatır', 'para', 'kullan', 'güven', 'işlemyapmayin', 'sorun', 'ilgilen', 'kimse', 'yok']",negative,1,222,negative,2025-10-24 00:27:34
"['paycel', 'yaramaz', 'yatır', 'bile', 'para', 'kesiyorbide', 'türkel', 'olacakvodafon', 'pay', 'kart', 'ücret', 'bütün', 'tam', 'yer']",negative,1,135,neutral,2025-10-23 22:15:45
"['şifre', 'unut', 'ara', 'yine', 'şifre', 'iste', 'müşteri', 'hizmet', 'ulaş', 'telefon', 'şifre', 'gönder', 'yok']",neutral,3,115,negative,2025-10-23 09:26:07
"['doğrula', 'işlem', 'kötü', 'yaş', 'doğrula', 'kimlik', 'fotoğraf', 'iste', 'aile', 'izin', 'var', 'doğrula', 'fakat', 'kimlik', 'fotoğraf', 'yok', 'aile', 'kendi', 'kimlik', 'üzeri', 'doğrula', 'iste', 'pay', 'celal', 'mail', 'mesaj', 'yaz', 'fakat', 'saçma', 'saçma', 'şey', 'gönder', 'yüz', 'kötü', 'kart', 'sorun', 'çöz', 'helal', 'durum', 'diğer', 'kart', 'yok', 'kart', 'pişman', 'sorun', 'düzel', 'yıldız', 'düzel', 'kardeğişcem']",neutral,3,438,negative,2025-10-22 21:10:38
"['harca', 'aylık', 'üye', 'ücret', 'öde', 'yükle']",negative,1,50,neutral,2025-10-22 20:16:13
"['güzel', 'teşekkür']",positive,5,21,positive,2025-10-22 11:08:44
"['fatura', 'ücret', 'yansı', 'üye', 'değil', 'ara', 'muhatap', 'bul']",negative,1,69,negative,2025-10-22 10:59:28
"['güzel', 'puan', 'gönder', 'limit', 'yüksel', 'güzel']",positive,5,55,positive,2025-10-22 09:52:01
"['çekim', 'tutar', 'şahsi', 'kişisel', 'banka', 'hesap', 'çeki', 'konu', 'artık', 'işlem', 'sonra', 'kullan', 'müşteri', 'dikkat', 'çek', 'söyle', 'bak']",negative,2,153,neutral,2025-10-22 01:42:25
"['harika', 'memnun']",positive,5,20,positive,2025-10-22 01:31:20
"['apo', 'dolayı', 'beğendi']",positive,5,28,positive,2025-10-21 21:39:12
['harika'],positive,5,10,positive,2025-10-21 19:27:57
['dolandırıcı'],negative,1,15,neutral,2025-10-21 07:23:27
"['benzin', 'akaryakıt', 'yüz', 'önce', 'kazan', 'akaryakıt', 'şirket', 'kafa', 'göre', 'sil', 'zaman', 'belli', 'firma', 'üye', 'işyeri', 'lazım', 'kurumsalligi', 'açıklayıcıligi', 'öğret', 'gerek', 'san', 'koskoca', 'turkcell', 'şirket']",negative,1,238,negative,2025-10-20 20:49:33
['giriş'],positive,5,9,neutral,2025-10-20 18:08:35
"['düzel', 'hata', 'paket', 'sat', 'alaca', 'kendiliğinden', 'çık']",negative,1,66,negative,2025-10-20 14:25:57
"['aycell', 'güzel', 'yıl', 'kullan', 'harika']",positive,5,46,positive,2025-10-20 13:15:44
"['türkiye', 'aycell', 'para', 'çek', 'var', 'kaldır']",positive,4,53,negative,2025-10-20 12:03:24
"['iyi', 'takım', 'özel', 'kart', 'iyi']",neutral,3,39,positive,2025-10-19 21:50:49
"['aycell', 'kolay']",positive,5,19,positive,2025-10-19 19:08:40
"['gerçekten', 'beğendi', 'öğrenci', 'harika', 'finans', 'sadece', 'kesinti', 'muazzam', 'hal', 'gayet', 'başarı']",positive,5,113,positive,2025-10-18 18:13:07
"['önce', 'başka', 'kredi', 'kart', 'para', 'yükle', 'diğer', 'kart', 'öde', 'şimdi', 'öde', 'böyle']",negative,1,100,neutral,2025-10-18 00:06:50
['rezil'],negative,1,9,neutral,2025-10-17 21:24:38
"['haber', 'herşey', 'değiş', 'puan', 'para', 'aycell', 'kart', 'iptal', 'bravo', 'tebrik', 'şekil', 'devam']",negative,1,108,neutral,2025-10-17 17:32:17
"['ciddi', 'zaman', 'kayıp', 'yaz', 'tanimayi', 'asla']",negative,1,54,negative,2025-10-17 10:47:01
"['i̇zni̇m', 'diş', 'fatura', 'yansi̇t', 'iptal', 'edi̇li̇p', 'para', 'ceki̇ldi̇', 'rezil']",negative,1,90,neutral,2025-10-17 09:04:26
['allah'],positive,5,9,neutral,2025-10-16 22:07:38
"['eski', 'calişmiyor', 'gir']",negative,1,29,negative,2025-10-16 21:11:41
"['çocuk', 'özellikle', 'telefon', 'kullan', 'karşı', 'dikkat', 'yok', 'uçuk', 'fatura', 'karşılaş', 'mağduriyet', 'hala', 'gider', 'asla', 'kullan']",negative,1,148,negative,2025-10-16 20:58:11
"['hiçbir', 'yer', 'para', 'yükle', 'şok', 'turkcell', 'bayi', 'yükle', 'harçlık', 'falan', 'kullan', 'iyi']",neutral,3,107,negative,2025-10-16 19:34:55
"['sırf', 'yorum', 'gözük', 'yıldız', 'yıldız', 'bile', 'hak', 'sebep', 'öde', 'reddedi̇li̇yor', 'halbuki', 'kart', 'para', 'var']",positive,5,129,negative,2025-10-16 18:45:37
"['gün', 'para', 'iade', 'müşteri', 'temsilci', 'sürekli', 'gün', 'içeri', 'geçiştir', 'para', 'iade', 'direkt', 'sil', 'kullan']",negative,1,128,neutral,2025-10-16 18:15:10
"['saçma', 'hafta', 'kere', 'salla', 'topla', 'var', 'puan', 'zaman', 'var', 'sil', 'yara', 'kötü', 'bari', 'birik']",negative,2,115,negative,2025-10-16 17:56:25
"['kart', 'aktar', 'bakiye', 'kullanamıyorumsanal', 'kart', 'birincil', 'kart', 'yaz', 'aycell', 'kart', 'sadece', 'aktarabildimtürkcell', 'bayii', 'çalış', 'bile', 'çöz', 'dur', 'öyle', 'iptal', 'ettimvesselamaynen', 'duruyorolmuyor']",negative,1,234,negative,2025-10-16 16:09:00
"['kod', 'öde', 'işlem', 'devam', 'sonra', 'tekrar', 'dene', 'öde', 'para', 'çık', 'geri', 'iade']",negative,1,97,neutral,2025-10-16 15:08:14
"['sürekli', 'reklam', 'sıkıl', 'lütfen']",negative,1,40,negative,2025-10-16 12:06:14
"['içeri', 'sürekli', 'güvenlik', 'neden', 'tekrar', 'giriş', 'gerek', 'deyip', 'kapa']",negative,1,86,negative,2025-10-15 17:14:03
"['bilgi', 'seksen', 'hesap', 'kes', 'sebep', 'lütfen', 'bilgi', 'verim']",positive,5,72,neutral,2025-10-15 12:27:54
"['mail', 'şifre', 'yenile', 'bide', 'nbc', 'iste', 'zaman', 'kim', 'telefon', 'nbc', 'düzel', 'hakaret', 'iste', 'üst', 'vergi', 'düzel', 'bide', 'yıl', 'yukarı', 'dursundiye', 'güncelle', 'günah', 'kardeş', 'biraz', 'zaman', 'geç', 'sil']",positive,5,239,negative,2025-10-13 19:40:32
"['sürekli', 'kapa']",positive,5,19,negative,2025-10-13 13:47:59
['güzel'],positive,5,9,positive,2025-10-13 01:01:18
"['kimlik', 'doğrula', 'adım', 'fark', 'cihaz', 'defalarca', 'deneme', 'rağmen', 'geç', 'araba', 'sipariş', 'ancak', 'sebep', 'dolayı', 'sipariş', 'işlem', 'insan', 'denli', 'yor']",negative,1,179,negative,2025-10-12 19:23:06
"['aycell', 'android', 'telefon', 'üzeri', 'kimlik', 'doğrula', 'işlem', 'iste', 'ancak', 'deneme', 'kimlik', 'tara', 'şekil', 'hata', 'özellikle', 'nbc', 'kimlik', 'tara', 'aşama', 'sorun', 'sürekli', 'karşı', 'çık', 'işlem', 'hiçbir', 'şekil', 'tamamla', 'güncel', 'sürüm', 'kullan', 'işlem', 'fark', 'zaman', 'defalarca', 'deneme', 'rağmen', 'sonuç', 'değiş', 'işlem', 'siverek', 'gerçek', 'aycell', 'hesap', 'bağ', 'müşteri', 'numara', 'son', 'dört', 'hane']",negative,1,461,negative,2025-10-12 19:04:15
"['başarı', 'boş', 'boşuna', 'turkcell', 'fatura', 'öde']",negative,1,56,negative,2025-10-12 13:53:50
"['salla', 'toplam', 'puan', 'saçmalık', 'cidden', 'yıldız', 'bile', 'fazla', 'perşembe', 'puan', 'açıkla']",negative,1,106,neutral,2025-10-12 12:04:46
"['fatura', 'hat', 'aycell', 'limit', 'düzen', 'kullan', 'yıl', 'hala', 'düşük', 'miktar', 'limit', 'sabit', 'kal', 'saçma', 'lütfen', 'limit', 'arttırım']",positive,5,154,neutral,2025-10-12 11:13:09
"['iki', 'gün', 'giriş', 'işlem', 'gerçek', 'sonra', 'dene', 'müşteri', 'hizmet', 'görüş', 'hesap', 'hiçbir', 'sorun', 'söyle', 'gir', 'şaşır', 'dış', 'çözüm', 'bekle']",negative,1,167,negative,2025-10-12 01:33:35
"['hesabi', 'rağmen', 'fatura', 'yansı', 'kap', 'rağmen', 'para', 'yansıtılmis', 'aycell', 'fatura', 'acil', 'çözüm', 'rica', 'edeyirum']",negative,1,136,negative,2025-10-12 01:24:42
"['lütfen', 'puan', 'hediye', 'hak', 'sınırsız', 'saçma', 'saçmalık', 'düzel', 'sala', 'topla', 'düzel', 'full', 'puan', 'kazı', 'kazan', 'getir', 'iyi']",neutral,3,152,positive,2025-10-11 23:23:29
"['paket', 'yüklem']",negative,1,19,neutral,2025-10-11 17:08:23
"['mobiotv', 'çek', 'aynı', 'dakika', 'ara', 'iptal', 'çeki', 'ücret', 'iade', 'kullan', 'ücret', 'adalet', 'haram', 'zıkkım']",negative,1,125,negative,2025-10-10 22:24:27
"['kadar', 'saçma', 'mail', 'adres', 'güncelle', 'herhangi', 'bilgi', 'güncelle', 'izin']",negative,1,88,neutral,2025-10-10 17:58:48
"['kimlik', 'doğrula', 'işlem', 'hata']",negative,1,38,negative,2025-10-10 09:57:15
['rezil'],negative,1,9,neutral,2025-10-07 23:42:24
"['aycell', 'pişman', 'arkadaş', 'şekil', 'yardımcı', 'kendi', 'içeri', 'bile', 'iletişim', 'geç', 'müşteri', 'hizmet', 'yönlen', 'rağmen', 'üste', 'gözük', 'yıldız', 'tavsiye', 'bulaş', 'mümkün', 'turkcell', 'aycell', 'uzak', 'dur']",positive,5,232,neutral,2025-10-07 21:36:20
"['güncelle', 'iste', 'güncelle', 'şua', 'bitti', 'gir']",negative,1,55,neutral,2025-10-07 12:57:48
"['aycell', 'giriş', 'numara', 'şifre', 'yaz', 'kon', 'gönder', 'kod', 'kadar', 'yetkili', 'var', 'görüş', 'çare', 'bula', 'hala', 'giriş', 'kadar', 'uğraş']",negative,1,156,negative,2025-10-06 23:39:49
"['kredi', 'kart', 'yüklem', 'mail', 'gönder', 'ilgilen', 'yok']",negative,1,63,neutral,2025-10-06 18:36:45
"['yeni', 'şifre', 'oluş', 'onay', 'tuş', 'bas']",negative,1,47,positive,2025-10-06 13:26:41
"['lütfen', 'artık', 'düzel', 'iki', 'tane', 'kart', 'rağmen', 'sanal', 'başka', 'kart', 'ekle', 'kart', 'limit', 'dol', 'lüfennnn', 'düzel', 'artiikkk']",negative,2,152,negative,2025-10-05 17:55:49
"['zaman', 'gir', 'çalış', 'sürekli', 'sıkıntı', 'çık', 'kötü']",negative,1,62,negative,2025-10-05 09:48:24
"['sürekli', 'dan', 'şifre', 'iste', 'çıldırdırıcam']",negative,1,52,negative,2025-10-04 14:41:47
"['dolandırıcı', 'sahte', 'alışveriş', 'ses', 'sistem', 'insan', 'çek', 'para', 'var', 'göster', 'sen', 'borclandiran', 'sahtekar', 'turkcell', 'firma']",negative,1,151,neutral,2025-10-04 08:39:33
"['fatura', 'yansı', 'limit', 'kaç', 'yenile']",positive,5,45,negative,2025-10-04 04:13:11
"['pay', 'hesabi', 'don', 'napa', 'oled', 'çağır', 'merkez', 'bile', 'erdim', 'birisuru', 'saçma', 'sapan', 'süer', 'suyeldi', 'sen', 'doğrul', 'hal', 'bile', 'bist', 'yapmdi']",negative,1,175,negative,2025-10-02 17:51:48
"['vodafone', 'öğren', 'vodafone', 'vodafone', 'kaydiye', 'var', 'kagıtcı', 'dolandırıcı', 'sistem', 'kesin', 'şekil', 'kullan', 'iste', 'kullan', 'kimse', 'kullan', 'tavsiye', 'vodafone', 'bin', 'zarar', 'uğrat', 'yüz', 'turkcell', 'geç', 'turkcell', 'şekil', 'turkcell', 'terk']",negative,1,279,neutral,2025-10-02 13:45:29
