lemmas,positif_oneriler
"['hesap', 'gir', 'operatör', 'dolayı', 'blok', 'siz', 'yardımcı', 'telefon', 'özer', 'blok', 'kaldır', 'işlem', 'çalış', 'emel', 'kimlik', 'bilgi', 'yaz', 'gönder', 'yine', 'efendi', 'yine', 'teşekkür']","['telefon özer', 'emel kimlik', 'çalış emel', 'yardımcı telefon', 'operatör dolayı']"
['iyi'],['iyi']
"['iyi', 'güzel']","['iyi güzel', 'güzel', 'iyi']"
"['güzel', 'şimdi', 'beğen', 'i̇nternet', 'puan', 'yara', 'mahalle', 'i̇nternet']","['beğen nternet', 'beğen', 'puan', 'güzel', 'nternet puan']"
"['canlı', 'yüz', 'testi', 'yüz', 'hesap', 'onay', 'mayor', 'düzel', 'papara', 'bile', 'buka', 'iste']","['yüz testi', 'testi yüz', 'testi', 'yüz hesap', 'onay mayor']"
['güzel'],['güzel']
"['iyi', 'kağıt', 'başla', 'aycell', 'puan', 'hediye', 'ayrıca', 'doğrula', 'mesaj', 'bile', 'gerçekten', 'iyi', 'güven', 'git', 'biraz', 'vodafone', 'pay', 'ders', 'para', 'kaptirdinizmi', 'kurtar', 'zor', 'aycell', 'denayrica', 'google', 'olay', 'kampanya', 'üzeri', 'hediye', 'bile', 'yalan', 'dol', 'aycell', 'kampanya', 'akıl']","['para kaptirdinizmi', 'olay kampanya', 'kampanya üzeri', 'kampanya akıl', 'puan hediye']"
"['kendi', 'kendi']","['kendi kendi', 'kendi']"
"['kadar', 'gerek', 'gör', 'hediye', 'dünya', 'var', 'hediye', 'yok', 'salla', 'topla', 'doğru', 'düzgün', 'puan', 'ara', 'güncelle', 'puan', 'mal', 'gerek', 'kullan', 'iyi', 'kullan', 'kimse', 'tavsiye', 'herkes', 'sil', 'başka', 'yara', 'güzel', 'var']","['tavsiye herkes', 'var hediye', 'kullan iyi', 'düzgün puan', 'güzel var']"
"['fatura', 'öde', 'limit', 'tanımla', 'şaka', 'gibi', 'gerçekten', 'sonra', 'atari', 'kullan', 'aycell']","['sonra atari', 'atari kullan', 'atari', 'öde limit', 'fatura öde']"
['güzel'],['güzel']
['başarı'],['başarı']
"['beğendi', 'kesinlikle', 'tavsiye', 'arkas', 'indirim', 'parti', 'ustunç', 'borç', 'dik', 'fatura', 'yansitilack', 'kesinlikle', 'tavsiye', 'değer', 'puan', 'falan', 'sekil']","['ustunç borç', 'borç dik', 'tavsiye değer', 'borç', 'kesinlikle tavsiye']"
['süper'],['süper']
"['nbc', 'harika']","['nbc harika', 'harika', 'nbc']"
"['salla', 'topla', 'kazan', 'puan', 'gözük']","['salla topla', 'topla kazan', 'topla', 'gözük', 'puan gözük']"
['süper'],['süper']
['harika'],['harika']
"['kullan', 'iste']","['kullan iste', 'kullan', 'iste']"
"['tavsiye', 'tuzak']","['tavsiye tuzak', 'tavsiye', 'tuzak']"
"['valorant', 'boşa', 'git']","['valorant boşa', 'boşa git', 'boşa', 'valorant', 'git']"
"['dayı', 'önce', 'kayıt', 'hane', 'şifre', 'gir', 'sonra', 'destek', 'yönlen']","['şifre gir', 'şifre', 'hane şifre', 'önce kayıt', 'destek yönlen']"
"['ara', 'hesap', 'kart', 'göster']","['hesap kart', 'kart göster', 'ara hesap', 'hesap', 'kart']"
"['kart', 'göster', 'var', 'acil', 'destek']","['acil destek', 'destek', 'kart', 'var acil', 'kart göster']"
['güzel'],['güzel']
"['komisyon', 'kız', 'sağol', 'iyi', 'idare']","['komisyon kız', 'kız sağol', 'sağol iyi', 'kız', 'sağol']"
['süper'],['süper']
"['madem', 'arkadaş', 'davet', 'puan', 'kazan', 'süre', 'dol', 'hala', 'göster', 'düpedüz', 'insan', 'kan', 'arkadaş', 'davevet', 'süre', 'dol', 'sadece', 'insan', 'kan', 'fazla', 'etkileşim']","['kan arkadaş', 'arkadaş davevet', 'kan fazla', 'madem arkadaş', 'sadece insan']"
"['ilan', 'numara', 'lütfen', 'yardım', 'mutlu', 'olcay']","['ilan numara', 'ilan', 'numara lütfen', 'yardım mutlu', 'lütfen yardım']"
"['düzgün', 'pik', 'sorun', 'bile', 'iste', 'ortak', 'atme', 'para', 'çek', 'alt', 'sıkıntı', 'oluş', 'yapım', 'teşekkür', 'iyi', 'yeni', 'doğru']","['teşekkür iyi', 'yapım teşekkür', 'para çek', 'teşekkür', 'iyi']"
"['yıldız', 'bile', 'fazla', 'hesap', 'yük', 'hesap', 'giriş', 'beş', 'kuruş']","['fazla hesap', 'beş kuruş', 'hesap yük', 'yıldız bile', 'yıldız']"
"['harika', 'gayet', 'memnun']","['gayet memnun', 'memnun', 'harika gayet', 'harika', 'gayet']"
"['iyi', 'numara']","['iyi numara', 'iyi', 'numara']"
"['yıl', 'kullan', 'başla', 'kampanya', 'aktif', 'şekil', 'katıl', 'kullan', 'beğen', 'çevre', 'tavsiye', 'şimdi', 'trendyol', 'iade', 'öde', 'bekle', 'sonra', 'sil', 'önce', 'trendyol', 'üzeri', 'alışveriş', 'iade', 'trendyol', 'onayla', 'hesap', 'yat', 'şimdi', 'gün', 'içeri', 'yatır', 'belir', 'müşteri', 'hizmet', 'iletişim', 'geç', 'dene', 'üslup', 'konuş', 'tarz', 'yanlış', 'inşallah', 'düzel']","['kampanya aktif', 'şimdi trendyol', 'başla kampanya', 'önce trendyol', 'trendyol üzeri']"
['iyi'],['iyi']
['kuruş'],['kuruş']
"['aycell', 'harca', 'secure', 'kod', 'gir', 'zaman', 'işlem', 'gerçek', 'lütfen', 'aksak', 'düzel']","['secure kod', 'zaman işlem', 'secure', 'harca secure', 'gir zaman']"
"['ali', 'banakniz', 'onay', 'acilen', 'çizme', 'lazım']","['banakniz onay', 'lazım', 'çizme lazım', 'onay acilen', 'onay']"
['giriş'],['giriş']
['rahat'],['rahat']
['rahat'],['rahat']
"['say', 'aycell', 'kullan', 'aktif', 'kullan', 'mesaj', 'yolla']","['aycell kullan', 'say aycell', 'aycell', 'mesaj yolla', 'kullan mesaj']"
['ses'],['ses']
"['gerçekten', 'iyi', 'şekil', 'gerçekten', 'son', 'zaman', 'kendi', 'geliş', 'aycell', 'emek', 'geçen', 'herkes', 'sağlık']","['herkes sağlık', 'geçen herkes', 'gerçekten iyi', 'herkes', 'iyi']"
"['kendi', 'kendi', 'düzel', 'lütfen']","['lütfen', 'düzel lütfen', 'kendi düzel', 'kendi', 'düzel']"
"['değer', 'bil']","['değer bil', 'değer', 'bil']"
"['güzel', 'işlem']","['güzel işlem', 'güzel', 'işlem']"
['güzel'],['güzel']
"['kimlik', 'oku', 'olay', 'başarı', 'tamamla', 'sonra', 'baş', 'amaç', 'siz', 'hata', 'yıl', 'gider', 'tavsiye', 'nas', 'ensar', 'güzel', 'örnek']","['olay başarı', 'gider tavsiye', 'tavsiye nas', 'başarı tamamla', 'başarı']"
['bol'],['bol']
"['yüzle', 'gine', 'para', 'git', 'kendi', 'yükle', 'artık', 'yet', 'para']","['para git', 'git kendi', 'yükle artık', 'kendi yükle', 'artık yet']"
['teşekkür'],['teşekkür']
"['üzeri', 'kimlik', 'doğrula', 'imkan', 'siz', 'turkcell', 'mağaza', 'yönlen']","['turkcell mağaza', 'mağaza yönlen', 'siz turkcell', 'turkcell', 'mağaza']"
['güzel'],['güzel']
['güzel'],['güzel']
['iyi'],['iyi']
"['beğen', 'payne', 'akıl', 'yükle']","['akıl yükle', 'payne akıl', 'akıl', 'beğen payne', 'beğen']"
"['mobil', 'kampanya', 'görün', 'destek', 'yaz', 'kişi', 'özel', 'kampanya', 'siz', 'kampanya', 'tanımla', 'cevap', 'kullan', 'kampanya', 'itibaren', 'görün', 'özel', 'özel', 'kampanya', 'saçma', 'politika', 'kullan', 'bırak']","['kullan kampanya', 'mobil kampanya', 'kampanya görün', 'siz kampanya', 'kampanya tanımla']"
"['hafta', 'puan', 'sil', 'kardeş', 'puan', 'topla', 'kendi', 'kendi', 'git', 'düzel', 'kardeş']","['düzel kardeş', 'kardeş puan', 'kendi git', 'topla kendi', 'puan sil']"
"['numara', 'yıldız']","['numara yıldız', 'yıldız', 'numara']"
['beğen'],['beğen']
"['harika', 'gayet', 'memnun']","['gayet memnun', 'memnun', 'harika gayet', 'harika', 'gayet']"
"['sadece', 'güzel']","['sadece güzel', 'güzel', 'sadece']"
['çalış'],['çalış']
"['merhaba', 'turkcell', 'aycell', 'ekip', 'öncelik', 'biz', 'sun', 'kalite', 'hizmet', 'harika', 'teşekkür', 'sev', 'kullan', 'oldukça', 'memnun', 'önce', 'düzenle', 'dijital', 'platform', 'harca', 'nakit', 'iade', 'kampanya', 'ocak', 'son', 'kampanya', 'tekrar', 'aktif', 'hal', 'getir', 'rica', 'özellikle', 'youtube', 'premium', 'bireysel', 'aile', 'paket', 'nakit', 'iade', 'tut', 'üzeri', 'hesapla', 'iste']","['turkcell', 'iade kampanya', 'turkcell aycell', 'merhaba turkcell', 'kampanya ocak']"
"['doğrula', 'son']","['doğrula son', 'doğrula', 'son']"
"['efsane', 'muhteşem']","['efsane muhteşem', 'efsane', 'muhteşem']"
"['dijital', 'platform', 'iade', 'kampanya', 'tabii', 'ekle', 'güzel']","['dijital platform', 'kampanya tabii', 'iade kampanya', 'dijital', 'kampanya']"
"['rezil', 'kullan', 'kullan']","['rezil kullan', 'kullan kullan', 'kullan', 'rezil']"
['iyi'],['iyi']
"['mesaj', 'veli', 'mesaj', 'yasi̇ndayi̇m']","['mesaj yasi', 'veli mesaj', 'mesaj', 'mesaj veli', 'yasi ndayi']"
['tavsiye'],['tavsiye']
['harika'],['harika']
['giriş'],['giriş']
"['mrı', 'aycell', 'yetkili', 'güzel', 'ağır', 'parmak', 'iyi', 'bide', 'peşin', 'iade', 'geç', 'yatır', 'iade', 'yatirilirsa', 'güzel']","['yatirilirsa güzel', 'parmak iyi', 'yetkili güzel', 'iade geç', 'peşin iade']"
"[""i̇nternet'im"", 'hala', 'hediye', 'puan']","['hala hediye', 'hediye puan', 'im hala', 'hediye', 'hala']"
"['saçma', 'sapan', 'insan', 'çıldır', 'sistem', 'kendi', 'kendi', 'kurul']","['çıldır sistem', 'insan çıldır', 'saçma sapan', 'çıldır', 'sistem kendi']"
['iyi'],['iyi']
['süper'],['süper']
"['güzel', 'kullanişli']","['güzel kullanişli', 'kullanişli', 'güzel']"
['mükemmel'],['mükemmel']
"['aycell', 'harika', 'güzel', 'beğendi', 'kredi', 'puan', 'gör']","['beğendi kredi', 'kredi puan', 'güzel beğendi', 'harika güzel', 'güzel']"
"['kart', 'ekle', 'güzel']","['kart ekle', 'ekle güzel', 'güzel', 'ekle', 'kart']"
['güzel'],['güzel']
['iyi'],['iyi']
"['özellikle', 'kart', 'aktar', 'bakiye', 'güzel', 'sağlık']","['özellikle kart', 'kart aktar', 'güzel sağlık', 'sağlık', 'bakiye güzel']"
"['market', 'alışveriş', 'iade', 'kadar', 'reklam', 'kaldır', 'resmen', 'millet', 'enayi', 'yerine', 'koy', 'aynen', 'böyle', 'devam', 'turkcell', 'harika', 'güven']","['kadar reklam', 'devam turkcell', 'harika güven', 'reklam kaldır', 'güven']"
['güzel'],['güzel']
"['iyi', 'tavsiye']","['iyi tavsiye', 'tavsiye', 'iyi']"
"['aycell', 'limit', 'gözük', 'yardımcı', 'olur']","['limit gözük', 'limit', 'aycell limit', 'gözük yardımcı', 'yardımcı olur']"
['mükemmel'],['mükemmel']
"['fatura', 'yansı', 'kulak', 'sene', 'öde', 'öde', 'bit', 'bird', 'aycell', 'ara', 'ücret', 'alt', 'lira', 'başla', 'yükselti', 'insan', 'mağdur', 'başka', 'fayda', 'ara', 'kulak', 'biz', 'mal', 'olduinsanlari', 'aldat', 'birk']","['öde öde', 'fatura yansı', 'sene öde', 'öde', 'ücret alt']"
"['telefon', 'numara', 'hesap', 'sağı', 'sol', 'ara', 'geri', 'kapa', 'bird', 'aylık', 'yakin', 'boş', 'boşuna', 'hesap', 'aidat', 'kes']","['numara hesap', 'telefon numara', 'telefon', 'kapa bird', 'boşuna hesap']"
"['mükemmel', 'öte']","['mükemmel öte', 'mükemmel', 'öte']"
['iyi'],['iyi']
"['üst', 'görün', 'iste', 'yıldız', 'asa', 'haket', 'düşün', 'aycell', 'giriş', 'şifre', 'unut', 'sagir', 'merkez', 'ara', 'yine']","['iste yıldız', 'yıldız asa', 'şifre unut', 'yıldız', 'aycell giriş']"
['raflollah'],['raflollah']
"['sil', 'kurtul']","['sil kurtul', 'kurtul', 'sil']"
['iyi'],['iyi']
['harika'],['harika']
"['puan', 'kullan', 'rağmen', 'kendi', 'kendi', 'git', 'saçma', 'konu', 'lütfen']","['konu lütfen', 'saçma konu', 'git saçma', 'rağmen kendi', 'kullan rağmen']"
"['güzel', 'dürüst', 'yer']","['dürüst yer', 'güzel dürüst', 'dürüst', 'güzel', 'yer']"
['iyi'],['iyi']
"['tek', 'gayet', 'memnun', 'takdim']","['memnun takdim', 'gayet memnun', 'memnun', 'takdim', 'tek gayet']"
"['kimlik', 'doğrula', 'kamera', 'çalış', 'beyaz', 'ekran', 'göster']","['kamera çalış', 'doğrula kamera', 'beyaz ekran', 'kamera', 'ekran göster']"
['güzel'],['güzel']
['tavsiye'],['tavsiye']
"['güzel', 'harika']","['güzel harika', 'harika', 'güzel']"
"['lanet', 'vallahi', 'şifre', 'gir', 'onayla', 'sonra', 'lanet', 'tekrar', 'tekrar', 'şifre', 'yenile', 'duzteceltecek', 'cevap', 'müşteri', 'hizmet', 'ilgilen']","['şifre yenile', 'tekrar şifre', 'şifre gir', 'şifre', 'vallahi şifre']"
"['kullan', 'memnun']","['kullan memnun', 'memnun', 'kullan']"
"['uzay', 'selam']","['uzay selam', 'uzay', 'selam']"
"['güzel', 'yük', 'transfer', 'bloke']","['yük transfer', 'transfer bloke', 'yük', 'güzel yük', 'transfer']"
['güzel'],['güzel']
"['telefon', 'aycell', 'güvenlik', 'neden', 'son', 'yıl', 'kullan', 'şimdi', 'öyle', 'yardımcı', 'olur']","['aycell güvenlik', 'güvenlik neden', 'telefon', 'güvenlik', 'telefon aycell']"
['güzel'],['güzel']
"['yukarı', 'gözük', 'yıldız', 'yıl', 'önce', 'zaman', 'borç', 'kitle', 'zaman', 'dan', 'beri', 'kullan', 'tercih']","['borç kitle', 'zaman borç', 'borç', 'yıldız yıl', 'yıl önce']"
['güzel'],['güzel']
"['tam', 'anlam', 'mükemmel', 'dolandırıcı', 'sistem', 'yasa', 'kor', 'alt', 'dahiyane', 'hırsız', 'şebeke']","['dahiyane hırsız', 'mükemmel dolandırıcı', 'hırsız şebeke', 'dolandırıcı sistem', 'sistem yasa']"
"['lütfen', 'kazı', 'kazan', 'kampanya']","['kazan kampanya', 'kampanya', 'lütfen kazı', 'lütfen', 'kazı']"
"['unut', 'şifre', 'güzel', 'hallet', 'müşteri', 'hizmet', 'ara', 'bekle', 'yüz', 'sil']","['şifre güzel', 'hallet müşteri', 'şifre', 'unut şifre', 'müşteri hizmet']"
"['güzel', 'kullan']","['güzel kullan', 'güzel', 'kullan']"
"['aycell', 'üzeri', 'dolandır', 'sakın', 'yükle', 'inan', 'savcı', 'suç', 'duyuru', 'bulun']","['suç duyuru', 'savcı suç', 'suç', 'savcı', 'inan savcı']"
['mükemmel'],['mükemmel']
"['nbc', 'öze', 'yok', 'onayla', 'lütfen', 'kolay']","['lütfen kolay', 'nbc öze', 'onayla lütfen', 'lütfen', 'yok onayla']"
"['salla', 'topla', 'puan']","['topla puan', 'salla topla', 'puan', 'topla', 'salla']"
"['güzel', 'salla', 'toplam', 'puan', 'gör', 'ayrıca', 'hediye', 'puan', 'iyi']","['hediye puan', 'puan iyi', 'ayrıca hediye', 'toplam puan', 'hediye']"
"['turkcell', 'aycell', 'kampanya', 'toplam', 'kazan', 'biraz', 'önce', 'öğren', 'kampanya', 'bitiyorsırf', 'kampanya', 'aycell', 'kullan', 'fakat', 'kazanım', 'sınır', 'sınırsız', 'süre', 'tat', 'yenmezdibu', 'kesinlikle', 'şahsi', 'düşünce', 'bilgilendirmedirbeğenin', 'üst', 'kal']","['bitiyorsırf kampanya', 'kampanya bitiyorsırf', 'kampanya aycell', 'aycell kampanya', 'turkcell aycell']"
"['güzel', 'beğendi']","['güzel beğendi', 'beğendi', 'güzel']"
"['şifre', 'unut', 'yenile', 'tane', 'mail', 'süper', 'müşteri', 'memnuniyet', 'tek', 'mail', 'merhaba', 'gönder', 'eposta', 'taraf', 'ulaş', 'talep', 'ilgili', 'siz', 'kısa', 'süre', 'dönüş', 'mai', 'cevapla', 'gerek', 'bulun', 'iyi', 'gün', 'dile', 'aycell', 'müşteri', 'hizmet']","['gönder eposta', 'mail merhaba', 'mail', 'tek mail', 'tane mail']"
"['şifre', 'unut', 'yenile', 'iste', 'yenile', 'çağrı', 'merkez', 'ara', 'ara', 'çağrı', 'merkez', 'şifre', 'değiş', 'iste', 'fakat', 'kendi', 'dön', 'şifre', 'deyistire', 'bilecen', 'söyle', 'şifre', 'unut', 'kısım', 'basincada', 'tekrar', 'çağrı', 'merkez', 'yonlendiriyo', 'beğen']","['şifre değiş', 'şifre unut', 'şifre deyistire', 'dön şifre', 'şifre']"
['bol'],['bol']
"['düzel', 'maksimum', 'kaldır', 'insan', 'turkcell', 'biktirmayin']","['maksimum kaldır', 'düzel maksimum', 'kaldır insan', 'kaldır', 'maksimum']"
"['güzel', 'para', 'hekim', 'kapa', 'yazık']","['para hekim', 'hekim kapa', 'hekim', 'güzel para', 'kapa yazık']"
"['millet', 'salla', 'salla', 'binlerce', 'puan', 'karşılık', 'hediye', 'dalga', 'kardeş', 'sen', 'insan', 'uzun', 'sür', 'müşteri', 'yor', 'hediye', 'gönder', 'adam', 'ayar']","['karşılık hediye', 'yor hediye', 'hediye gönder', 'hediye', 'binlerce puan']"
"['müşteri', 'hizmet', 'ulaş']","['müşteri hizmet', 'müşteri', 'hizmet ulaş', 'hizmet', 'ulaş']"
['iyi'],['iyi']
"['tavsiye', 'yorum', 'yukarı', 'dursun', 'yıldız', 'fatura', 'dan', 'otomatikman', 'para', 'kes', 'kapa', 'iste']","['yıldız fatura', 'fatura dan', 'dursun yıldız', 'otomatikman para', 'fatura']"
"['güzel', 'yakın', 'i̇nternet']","['güzel yakın', 'yakın nternet', 'yakın', 'güzel', 'nternet']"
"['merhaba', 'telefon', 'robot', 'işlem', 'kullan', 'ayar', 'çalış', 'fakat', 'lütfen', 'yardımcı', 'teşekkür']","['telefon robot', 'robot işlem', 'robot', 'merhaba telefon', 'telefon']"
"['puan', 'son', 'kullan', 'tarih', 'kullansmadim']","['tarih kullansmadim', 'kullan tarih', 'kullansmadim', 'tarih', 'son kullan']"
"['yıldız', 'mesele', 'oyun', 'para', 'yatır', 'arkadaş', 'kart', 'bilgi', 'gör', 'para', 'arkadaş', 'gizli', 'çek', 'oyun', 'yatır', 'çiz', 'iyi', 'pace', 'kuru']","['oyun para', 'çek oyun', 'mesele oyun', 'arkadaş kart', 'oyun yatır']"
"['harika', 'sonunda', 'güzel', 'yakala', 'paycelcüzdan', 'artık', 'destek', 'tavsiye']","['paycelcüzdan artık', 'yakala paycelcüzdan', 'paycelcüzdan', 'sonunda güzel', 'harika sonunda']"
"['paycel', 'mükemmel', 'vallahi', 'kart', 'aliyosanız', 'aycell', 'başka', 'kart', 'var', 'akıl', 'aycell', 'mükemmel', 'yüz', 'beş', 'puan']","['kart aliyosanız', 'başka kart', 'beş puan', 'yüz beş', 'aliyosanız']"
"['güzel', 'tebrik']","['güzel tebrik', 'tebrik', 'güzel']"
"['salla', 'toplam', 'kadar', 'puan', 'topladimki', 'salladiginizda', 'siz', 'puan', 'kere', 'salla', 'topla', 'toplam', 'puan', 'kazandirdi', 'düşük', 'puan', 'gunn', 'youtube', 'instagram', 'kazan', 'hafta', 'salla', 'topla', 'lazım', 'memnun', 'teşekkür', 'turkcell']","['kadar puan', 'youtube instagram', 'puan kazandirdi', 'siz puan', 'puan kere']"
['iyi'],['iyi']
['tamam'],['tamam']
['mükemmel'],['mükemmel']
['iyi'],['iyi']
"['yukarı', 'görün', 'yıldız', 'verdimuygulamada', 'kimlik', 'doğrula', 'imkan', 'herşey', 'tam', 'final', 'video', 'çek', 'kısım', 'don', 'kendi', 'kendi', 'kapatıyorcihazım', 'popo', 'renk', 'liteeski', 'cihaz', 'değil', 'sorun', 'abi', 'gün', 'dene', 'oda', 'aynı', 'şekil', 'olduuygulama', 'kapa', 'video', 'çek', 'seçenek', 'buton', 'yoktulütfen', 'güncelle']","['final video', 'kapa video', 'liteeski cihaz', 'video çek', 'cihaz']"
"['turkcell', 'mağaza', 'omix', 'destekle', 'alaka', 'spot', 'telefon']","['spot telefon', 'turkcell mağaza', 'telefon', 'mağaza omix', 'mağaza']"
['güzel'],['güzel']
"['iyi', 'iyi']","['iyi iyi', 'iyi']"
"['önce', 'güzel', 'fatura', 'öde', 'işlem', 'ücret', 'kes', 'hoş', 'fatura', 'öde', 'başka', 'yer', 'artık']","['fatura öde', 'güzel fatura', 'hoş fatura', 'öde başka', 'öde işlem']"
"['güzel', 'hareket', 'bunlarbeyendim']","['hareket bunlarbeyendim', 'bunlarbeyendim', 'güzel hareket', 'güzel', 'hareket']"
['güzel'],['güzel']
['güzel'],['güzel']
"['aycell', 'yeni', 'başla', 'şimdi', 'hemen', 'ödül', 'küçük', 'bonus', 'güzel', 'herkes', 'tavsiye']","['hemen ödül', 'bonus güzel', 'küçük bonus', 'ödül küçük', 'başla şimdi']"
"['chuck', 'olay', 'çek', 'dolandırıcı', 'turkcell', 'dolandır', 'herkes', 'dikkat']","['dolandırıcı turkcell', 'turkcell dolandır', 'turkcell', 'olay çek', 'dolandırıcı']"
"['market', 'alışveriş', 'geç', 'mesela', 'şok', 'market', 'kullan', 'üste', 'çık', 'yıldız']","['alışveriş geç', 'geç mesela', 'çık yıldız', 'geç', 'mesela']"
"['hesap', 'şifre', 'unut', 'şifre', 'yenile', 'uğraş', 'müşteri', 'hizmet', 'aktar', 'müşteri', 'hizmet', 'şifre', 'iste', 'böyle', 'döngü', 'gir', 'yardımcı', 'lütfen']","['hizmet şifre', 'hesap şifre', 'şifre', 'şifre iste', 'şifre yenile']"
['iyi'],['iyi']
['güzel'],['güzel']
"['telefon', 'rot', 'var', 'giriş', 'yardımcı', 'memnun']","['telefon', 'telefon rot', 'var giriş', 'giriş yardımcı', 'giriş']"
['iyi'],['iyi']
"['aycell', 'tam', 'kod', 'para', 'çek', 'özellik', 'güzel', 'zaman', 'yıldız']","['zaman yıldız', 'yıldız', 'güzel zaman', 'kod para', 'çek özellik']"
['beyenfim'],['beyenfim']
['iyi'],['iyi']
"['kart', 'numara', 'gör', 'güzel']","['kart numara', 'numara gör', 'gör güzel', 'numara', 'güzel']"
"['kredi̇yi̇', 'yüksel']","['kredi yi', 'kredi', 'yi yüksel', 'yüksel', 'yi']"
"['payceel', 'kullan', 'memnun']","['kullan memnun', 'payceel kullan', 'memnun', 'payceel', 'kullan']"
['memnun'],['memnun']
"['paycel', 'sala', 'topla', 'puan', 'biraz', 'vazah', 'rica']","['puan biraz', 'biraz vazah', 'topla puan', 'paycel sala', 'biraz']"
"['aycell', 'para', 'gönder', 'yüz', 'yıldız']","['yüz yıldız', 'yıldız', 'para gönder', 'gönder', 'aycell para']"
['iyi'],['iyi']
"['aycell', 'kullan']","['aycell kullan', 'aycell', 'kullan']"
['iyi'],['iyi']
"['lanet', 'gir', 'böyle', 'bile', 'gir', 'bul', 'alan', 'bin', 'bela', 'insan', 'çile', 'çıkar']","['çile çıkar', 'insan çile', 'lanet gir', 'bela insan', 'bile gir']"
['iyi'],['iyi']
"['son', 'derece', 'bahis', 'komisyon', 'alan', 'örnegin', 'hazır', 'limit', 'kart', 'akataracaginiz', 'tutar', 'yaklasik', 'yakin', 'komisyon', 'dünya', 'bahis', 'oran', 'tefeci', 'komisyon', 'oran', 'haricuygulamadaki', 'diğer', 'sorun', 'caba', 'gerekli', 'uygulamayorumumun', 'incele', 'i̇ldiz', 'zor']","['bahis komisyon', 'komisyon oran', 'derece bahis', 'oran haricuygulamadaki', 'limit kart']"
['güzel'],['güzel']
['harika'],['harika']
"['şifre', 'unut', 'müşteri', 'hizmet', 'ara', 'yönlendiriyorsacmalik']","['şifre unut', 'şifre', 'unut müşteri', 'müşteri hizmet', 'müşteri']"
"['muhteşem', 'durum']","['muhteşem durum', 'muhteşem', 'durum']"
"['iyi', 'güzel', 'cüzdan', 'aycell', 'gurur', 'verici', 'tavsiye']","['güzel cüzdan', 'cüzdan aycell', 'cüzdan', 'verici tavsiye', 'tavsiye']"
['harika'],['harika']
